,movie_title,genres,audience_rating,tomatometer_rating
12879,dot the i,drama,76.0,25.0
12880,dot the i,mystery & suspense,76.0,25.0
12881,double dare,documentary,79.0,97.0
12882,double dare,musical & performing arts,79.0,97.0
12883,double dare,television,79.0,97.0
12884,double dragon,action & adventure,26.0,13.0
12885,double dragon,science fiction & fantasy,26.0,13.0
12886,double impact,action & adventure,42.0,35.0
12887,double indemnity,drama,95.0,97.0
12888,la double vie de véronique (the double life of veronique),art house & international,92.0,82.0
12889,la double vie de véronique (the double life of veronique),drama,92.0,82.0
12890,la double vie de véronique (the double life of veronique),musical & performing arts,92.0,82.0
12891,la double vie de véronique (the double life of veronique),science fiction & fantasy,92.0,82.0
12892,la double vie de véronique (the double life of veronique),romance,92.0,82.0
12893,double lover (l'amant double),drama,49.0,70.0
12894,double lover (l'amant double),mystery & suspense,49.0,70.0
12895,double lover (l'amant double),romance,49.0,70.0
12896,double team,action & adventure,25.0,11.0
12897,double whammy,comedy,29.0,36.0
12898,double whammy,drama,29.0,36.0
12899,doubt,drama,78.0,80.0
12900,doug's 1st movie,action & adventure,28.0,26.0
12901,doug's 1st movie,animation,28.0,26.0
12902,doug's 1st movie,kids & family,28.0,26.0
12903,doug's 1st movie,special interest,28.0,26.0
12904,dovlatov,art house & international,60.0,80.0
12905,dovlatov,drama,60.0,80.0
12906,down terrace,art house & international,61.0,86.0
12907,down terrace,comedy,61.0,86.0
12908,down terrace,drama,61.0,86.0
12909,down a dark hall,drama,21.0,50.0
12910,down a dark hall,horror,21.0,50.0
12911,down a dark hall,science fiction & fantasy,21.0,50.0
12912,down and dangerous,drama,26.0,60.0
12913,down and dangerous,mystery & suspense,26.0,60.0
12914,down and derby,comedy,51.0,22.0
12915,down and derby,kids & family,51.0,22.0
12916,down and out in beverly hills,comedy,52.0,79.0
12917,down by law,art house & international,94.0,87.0
12918,down by law,comedy,94.0,87.0
12919,down by law,drama,94.0,87.0
12920,down in the delta,drama,70.0,79.0
12921,down in the valley,drama,53.0,52.0
12922,down in the valley,western,53.0,52.0
12923,down in the valley,romance,53.0,52.0
12924,down periscope,comedy,62.0,12.0
12925,down the shore,drama,36.0,45.0
12926,down the shore,mystery & suspense,36.0,45.0
12927,down the shore,romance,36.0,45.0
12928,down to the bone,drama,71.0,94.0
12929,down to you,comedy,49.0,3.0
12930,down to you,romance,49.0,3.0
12931,down with love,comedy,62.0,60.0
12932,down with love,drama,62.0,60.0
12933,down with love,romance,62.0,60.0
12934,downfall (der untergang),art house & international,94.0,90.0
12935,downfall (der untergang),drama,94.0,90.0
12936,downhill racer,action & adventure,59.0,85.0
12937,downhill racer,classics,59.0,85.0
12938,downhill racer,drama,59.0,85.0
12939,downriver,art house & international,55.0,90.0
12940,downriver,drama,55.0,90.0
12941,downsizing,comedy,23.0,46.0
12942,downsizing,drama,23.0,46.0
12943,downton abbey,drama,94.0,84.0
12944,downtown 81,art house & international,73.0,79.0
12945,downtown 81,comedy,73.0,79.0
12946,downtown 81,drama,73.0,79.0
12947,dr. bronner's magic soapbox,documentary,62.0,86.0
12948,dr. bronner's magic soapbox,special interest,62.0,86.0
12949,dr. cyclops,action & adventure,56.0,77.0
12950,dr. cyclops,classics,56.0,77.0
12951,dr. cyclops,horror,56.0,77.0
12952,dr. cyclops,science fiction & fantasy,56.0,77.0
12953,dr. dolittle,comedy,35.0,42.0
12954,dr. dolittle,kids & family,35.0,42.0
12955,dr. dolittle 2,comedy,26.0,42.0
12956,dr. dolittle 2,kids & family,26.0,42.0
12957,dr. feelgood: dealer or healer?,documentary,48.0,83.0
12958,dr. giggles,horror,41.0,17.0
12959,dr. goldfoot and the bikini machine,action & adventure,43.0,29.0
12960,dr. goldfoot and the bikini machine,classics,43.0,29.0
12961,dr. goldfoot and the bikini machine,comedy,43.0,29.0
12962,dr. goldfoot and the bikini machine,cult movies,43.0,29.0
12963,dr. goldfoot and the bikini machine,science fiction & fantasy,43.0,29.0
12964,dr. jekyll and sister hyde,art house & international,63.0,80.0
12965,dr. jekyll and sister hyde,classics,63.0,80.0
12966,dr. jekyll and sister hyde,horror,63.0,80.0
12967,"dr. mabuse the gambler (dr. mabuse, der spieler - ein bild der zeit) (dr. mabuse, king of crime)",art house & international,87.0,94.0
12968,"dr. mabuse the gambler (dr. mabuse, der spieler - ein bild der zeit) (dr. mabuse, king of crime)",classics,87.0,94.0
12969,"dr. mabuse the gambler (dr. mabuse, der spieler - ein bild der zeit) (dr. mabuse, king of crime)",drama,87.0,94.0
12970,"dr. mabuse the gambler (dr. mabuse, der spieler - ein bild der zeit) (dr. mabuse, king of crime)",mystery & suspense,87.0,94.0
12971,dr. no,action & adventure,82.0,95.0
12972,dr. no,classics,82.0,95.0
12973,dr. no,mystery & suspense,82.0,95.0
12974,dr. phibes rises again,action & adventure,57.0,59.0
12975,dr. phibes rises again,art house & international,57.0,59.0
12976,dr. phibes rises again,classics,57.0,59.0
12977,dr. phibes rises again,comedy,57.0,59.0
12978,dr. phibes rises again,cult movies,57.0,59.0
12979,dr. phibes rises again,horror,57.0,59.0
12980,dr. phibes rises again,science fiction & fantasy,57.0,59.0
12981,dr. strangelove or how i learned to stop worrying and love the bomb,classics,94.0,98.0
12982,dr. strangelove or how i learned to stop worrying and love the bomb,comedy,94.0,98.0
12983,dr. strangelove or how i learned to stop worrying and love the bomb,science fiction & fantasy,94.0,98.0
12984,dr. t and the women,comedy,20.0,57.0
12985,dr. t and the women,romance,20.0,57.0
12986,dr. who and the daleks,classics,41.0,42.0
12987,dr. who and the daleks,science fiction & fantasy,41.0,42.0
12988,dr. who and the daleks,special interest,41.0,42.0
12989,dr. who and the daleks,television,41.0,42.0
12990,dracula 2000,horror,39.0,17.0
12991,dracula a.d. 1972,classics,40.0,22.0
12992,dracula a.d. 1972,horror,40.0,22.0
12993,dracula - dead and loving it,comedy,49.0,11.0
12994,dracula has risen from the grave,classics,60.0,80.0
12995,dracula has risen from the grave,drama,60.0,80.0
12996,dracula has risen from the grave,horror,60.0,80.0
12997,dracula has risen from the grave,romance,60.0,80.0
12998,dracula ii: ascension,horror,30.0,0.0
12999,dracula untold,action & adventure,58.0,24.0
13000,dracula untold,drama,58.0,24.0
13001,dracula untold,science fiction & fantasy,58.0,24.0
13002,dracula's daughter,classics,41.0,55.0
13003,dracula's daughter,drama,41.0,55.0
13004,dracula's daughter,horror,41.0,55.0
13005,draft day,drama,65.0,59.0
13006,drag me to hell,horror,62.0,92.0
13007,drag me to hell,mystery & suspense,62.0,92.0
13008,dragged across concrete,action & adventure,68.0,76.0
13009,dragged across concrete,drama,68.0,76.0
13010,dragged across concrete,mystery & suspense,68.0,76.0
13013,dragon ball super: broly,animation,92.0,82.0
13014,dragon ball z: battle of gods,action & adventure,80.0,88.0
13015,dragon ball z: battle of gods,animation,80.0,88.0
13016,dragon ball z: battle of gods,science fiction & fantasy,80.0,88.0
13017,dragon ball z: resurrection 'f',action & adventure,84.0,83.0
13018,dragon ball z: resurrection 'f',animation,84.0,83.0
13019,dragon ball z: resurrection 'f',science fiction & fantasy,84.0,83.0
13020,dragon blade (tian jiang xiong shi),action & adventure,39.0,36.0
13021,dragon blade (tian jiang xiong shi),art house & international,39.0,36.0
13022,dragon blade (tian jiang xiong shi),drama,39.0,36.0
13023,dragon: the bruce lee story,action & adventure,79.0,71.0
13024,dragon: the bruce lee story,drama,79.0,71.0
13025,dragon wars,action & adventure,19.0,30.0
13026,dragon wars,drama,19.0,30.0
13027,dragon wars,science fiction & fantasy,19.0,30.0
13028,dragonball evolution,action & adventure,20.0,15.0
13029,dragonball evolution,science fiction & fantasy,20.0,15.0
13030,dragonheart,action & adventure,60.0,50.0
13031,dragonheart,drama,60.0,50.0
13032,dragonheart,science fiction & fantasy,60.0,50.0
13033,dragonheart - a new beginning,action & adventure,35.0,40.0
13034,dragonheart - a new beginning,science fiction & fantasy,35.0,40.0
13035,dragonslayer,action & adventure,62.0,84.0
13036,dragonslayer,science fiction & fantasy,62.0,84.0
13037,dragonslayer,documentary,61.0,90.0
13038,dragonslayer,musical & performing arts,61.0,90.0
13039,dragonslayer,special interest,61.0,90.0
13040,dragonslayer,sports & fitness,61.0,90.0
13041,dreadnaught,action & adventure,85.0,60.0
13042,dreadnaught,art house & international,85.0,60.0
13043,dreadnaught,comedy,85.0,60.0
13044,dream a little dream,comedy,67.0,0.0
13045,dream a little dream,science fiction & fantasy,67.0,0.0
13046,dream big: engineering our world,documentary,66.0,100.0
13047,dream for an insomniac,comedy,75.0,50.0
13048,dream for an insomniac,drama,75.0,50.0
13049,dream for an insomniac,romance,75.0,50.0
13050,dream home,art house & international,60.0,76.0
13051,dream home,drama,60.0,76.0
13052,dream home,horror,60.0,76.0
13053,dream house,mystery & suspense,36.0,6.0
13054,dreamcatcher,drama,35.0,28.0
13055,dreamcatcher,horror,35.0,28.0
13056,dreamcatcher,mystery & suspense,35.0,28.0
13057,dreamcatcher,science fiction & fantasy,35.0,28.0
13058,dreamer: inspired by a true story,drama,78.0,64.0
13059,dreamer: inspired by a true story,kids & family,78.0,64.0
13060,dreamgirls,drama,71.0,78.0
13061,dreamgirls,musical & performing arts,71.0,78.0
13062,dreaming of joseph lees,drama,54.0,36.0
13063,dreaming of joseph lees,romance,54.0,36.0
13067,dreams,art house & international,86.0,65.0
13068,dreams,drama,86.0,65.0
13069,dreams,science fiction & fantasy,86.0,65.0
13070,dreams of a life,art house & international,65.0,77.0
13071,dreams of a life,documentary,65.0,77.0
13072,dreams of a life,drama,65.0,77.0
13073,dreams of a life,special interest,65.0,77.0
13074,dreams rewired,documentary,45.0,75.0
13075,dreams with sharp teeth,documentary,85.0,100.0
13076,dreams with sharp teeth,special interest,85.0,100.0
13077,dreamscape,action & adventure,46.0,77.0
13078,dreamscape,horror,46.0,77.0
13079,dreamscape,mystery & suspense,46.0,77.0
13080,dreamscape,science fiction & fantasy,46.0,77.0
13081,dredd,action & adventure,72.0,79.0
13082,dredd,science fiction & fantasy,72.0,79.0
13083,the dresser,art house & international,87.0,100.0
13084,the dresser,drama,87.0,100.0
13085,drew: the man behind the poster,documentary,71.0,50.0
13086,drew: the man behind the poster,musical & performing arts,71.0,50.0
13087,drew: the man behind the poster,special interest,71.0,50.0
13088,drift,drama,56.0,32.0
13089,drifter,horror,12.0,42.0
13090,drifter,mystery & suspense,12.0,42.0
13091,drillbit taylor,comedy,44.0,25.0
13092,drinking buddies,comedy,49.0,83.0
13093,drinking buddies,drama,49.0,83.0
13094,drive angry,action & adventure,37.0,47.0
13095,drive angry,mystery & suspense,37.0,47.0
13096,drive,action & adventure,79.0,92.0
13097,drive,drama,79.0,92.0
13098,drive,mystery & suspense,79.0,92.0
13099,drive,action & adventure,17.0,0.0
13100,drive hard,action & adventure,12.0,8.0
13101,drive hard,art house & international,12.0,8.0
13102,drive hard,comedy,12.0,8.0
13103,drive hard,special interest,12.0,8.0
13104,"drive, he said",drama,23.0,62.0
13105,drive me crazy,comedy,53.0,28.0
13106,driven,comedy,67.0,63.0
13107,driven,mystery & suspense,67.0,63.0
13108,driven,comedy,86.0,71.0
13109,driven,horror,86.0,71.0
13110,driven,mystery & suspense,86.0,71.0
13111,driverx,drama,87.0,44.0
13112,driveways,drama,89.0,100.0
13113,drone,mystery & suspense,25.0,27.0
13114,drones,action & adventure,29.0,33.0
13115,drones,drama,29.0,33.0
13116,drop dead fred,comedy,77.0,11.0
13117,drop dead gorgeous,comedy,75.0,45.0
13118,drop zone,action & adventure,32.0,41.0
13119,drowning mona,comedy,46.0,29.0
13120,drowning mona,drama,46.0,29.0
13121,the drowning pool,classics,50.0,50.0
13122,the drowning pool,drama,50.0,50.0
13123,the drowning pool,mystery & suspense,50.0,50.0
13124,drug lord: the legend of shorty,documentary,43.0,63.0
13125,drug lord: the legend of shorty,special interest,43.0,63.0
13126,drug war,art house & international,77.0,94.0
13127,drug war,special interest,77.0,94.0
13128,drugstore cowboy,drama,85.0,100.0
13129,drumline,comedy,70.0,82.0
13130,drumline,drama,70.0,82.0
13131,the drum (drums),action & adventure,56.0,83.0
13132,the drum (drums),art house & international,56.0,83.0
13133,drums along the mohawk,action & adventure,60.0,82.0
13134,drums along the mohawk,classics,60.0,82.0
13135,drums along the mohawk,western,60.0,82.0
13136,drunk parents,comedy,16.0,0.0
13137,drunk stoned brilliant dead: the story of the national lampoon,documentary,68.0,88.0
13138,drunkboat,drama,23.0,23.0
13139,drunken master (jui kuen),action & adventure,85.0,79.0
13140,drunken master (jui kuen),art house & international,85.0,79.0
13141,drunken master (jui kuen),comedy,85.0,79.0
13142,drunks,drama,44.0,57.0
13143,the dry land,drama,46.0,64.0
13144,dtf,documentary,50.0,67.0
13145,duane hopwood,art house & international,60.0,55.0
13146,duane hopwood,drama,60.0,55.0
13147,duck,art house & international,45.0,50.0
13148,duck,comedy,45.0,50.0
13149,duck,drama,45.0,50.0
13150,duck butter,comedy,42.0,57.0
13151,duck season (temporada de patos),art house & international,78.0,91.0
13152,duck season (temporada de patos),comedy,78.0,91.0
13153,duck soup,classics,91.0,92.0
13154,duck soup,comedy,91.0,92.0
13155,"duck, you sucker (a fistful of dynamite) (giù la testa)",action & adventure,83.0,92.0
13156,"duck, you sucker (a fistful of dynamite) (giù la testa)",classics,83.0,92.0
13157,"duck, you sucker (a fistful of dynamite) (giù la testa)",western,83.0,92.0
13158,ducktales: the movie - treasure of the lost lamp,action & adventure,69.0,88.0
13159,ducktales: the movie - treasure of the lost lamp,animation,69.0,88.0
13160,ducktales: the movie - treasure of the lost lamp,kids & family,69.0,88.0
13161,ducktales: the movie - treasure of the lost lamp,science fiction & fantasy,69.0,88.0
13162,dude bro party massacre iii,comedy,77.0,90.0
13163,dude bro party massacre iii,horror,77.0,90.0
13164,"dude, where's my car?",comedy,47.0,17.0
13165,dudley do-right,comedy,23.0,16.0
13166,dudley do-right,kids & family,23.0,16.0
13167,due date,comedy,52.0,39.0
13168,the duellists,action & adventure,83.0,92.0
13169,the duellists,drama,83.0,92.0
13170,the dukes,comedy,34.0,57.0
13171,the dukes,drama,34.0,57.0
13172,the dukes of hazzard,action & adventure,47.0,14.0
13173,the dukes of hazzard,comedy,47.0,14.0
13174,the dukes of hazzard: the beginning,action & adventure,47.0,20.0
13175,the dukes of hazzard: the beginning,comedy,47.0,20.0
13176,dum maaro dum,art house & international,43.0,50.0
13177,dum maaro dum,mystery & suspense,43.0,50.0
13178,duma,action & adventure,80.0,93.0
13179,duma,drama,80.0,93.0
13180,duma,kids & family,80.0,93.0
13181,dumb and dumber,action & adventure,84.0,68.0
13182,dumb and dumber,comedy,84.0,68.0
13183,dumb and dumber,special interest,84.0,68.0
13184,dumb and dumber to,comedy,35.0,30.0
13185,dumb and dumberer: when harry met lloyd,comedy,23.0,10.0
13186,dumbo,animation,70.0,98.0
13187,dumbo,kids & family,70.0,98.0
13188,dumbo,science fiction & fantasy,70.0,98.0
13189,dumbo,animation,48.0,46.0
13190,dumbo,kids & family,48.0,46.0
13191,dumbo,science fiction & fantasy,48.0,46.0
13192,dumbstruck,documentary,78.0,72.0
13193,dumbstruck,special interest,78.0,72.0
13194,dumplin',comedy,74.0,85.0
13195,the dungeon masters,documentary,27.0,67.0
13196,the dungeon masters,special interest,27.0,67.0
13197,dungeons & dragons,action & adventure,19.0,10.0
13198,dungeons & dragons,science fiction & fantasy,19.0,10.0
13199,dunkirk,action & adventure,81.0,92.0
13200,dunkirk,drama,81.0,92.0
13201,dunston checks in,comedy,40.0,12.0
13202,dunston checks in,kids & family,40.0,12.0
13203,the dunwich horror,horror,30.0,17.0
13204,the dunwich horror,mystery & suspense,30.0,17.0
13205,duplex,comedy,40.0,35.0
13206,duplicity,drama,37.0,66.0
13207,duplicity,mystery & suspense,37.0,66.0
13208,dust,art house & international,62.0,20.0
13209,dust,drama,62.0,20.0
13210,dust,western,62.0,20.0
13211,dust,romance,62.0,20.0
13212,dust devil,drama,60.0,29.0
13213,dust devil,horror,60.0,29.0
13214,the dust factory,drama,57.0,9.0
13215,the dust factory,kids & family,57.0,9.0
13216,the dust factory,science fiction & fantasy,57.0,9.0
13217,dust to glory,action & adventure,91.0,60.0
13218,dust to glory,documentary,91.0,60.0
13219,dust to glory,sports & fitness,91.0,60.0
13220,dying breed,horror,23.0,50.0
13221,the dying gaul,art house & international,52.0,50.0
13222,the dying gaul,drama,52.0,50.0
13223,the dying gaul,romance,52.0,50.0
13224,dying laughing,documentary,29.0,89.0
13225,dying of the light,drama,15.0,8.0
13226,dying of the light,mystery & suspense,15.0,8.0
13227,dying to know: ram dass & timothy leary,documentary,83.0,78.0
13228,dying to know: ram dass & timothy leary,special interest,83.0,78.0
13229,dynamite warrior,action & adventure,35.0,67.0
13230,dynamite warrior,comedy,35.0,67.0
13231,dynamite warrior,documentary,35.0,67.0
13232,dysfunktional family,comedy,77.0,43.0
13233,dysfunktional family,documentary,77.0,43.0
13234,e-demon,drama,78.0,33.0
13235,eagle eye,drama,62.0,26.0
13236,eagle eye,mystery & suspense,62.0,26.0
13237,eagle vs shark,comedy,67.0,55.0
13238,eagles of death metal: nos amis (our friends),documentary,92.0,100.0
13239,eames: the architect and the painter,documentary,82.0,88.0
13240,eames: the architect and the painter,special interest,82.0,88.0
13241,early man,animation,49.0,80.0
13242,early man,comedy,49.0,80.0
13243,early man,kids & family,49.0,80.0
13244,early summer,art house & international,93.0,100.0
13245,early summer,classics,93.0,100.0
13246,early summer,drama,93.0,100.0
13247,earth girls are easy,comedy,42.0,68.0
13248,earth girls are easy,musical & performing arts,42.0,68.0
13249,earth girls are easy,science fiction & fantasy,42.0,68.0
13250,earth: one amazing day,documentary,84.0,100.0
13251,earth: one amazing day,kids & family,84.0,100.0
13252,earth to echo,action & adventure,47.0,50.0
13253,earth vs. the flying saucers,classics,54.0,73.0
13254,earth vs. the flying saucers,science fiction & fantasy,54.0,73.0
13255,earthquake,action & adventure,35.0,42.0
13256,earthquake,drama,35.0,42.0
13257,earthquake,mystery & suspense,35.0,42.0
13258,earthquake bird,mystery & suspense,54.0,50.0
13259,easier with practice,comedy,70.0,88.0
13260,easier with practice,drama,70.0,88.0
13261,east palace west palace (dong gong xi gong) (behind the forbidden city),art house & international,59.0,80.0
13262,east palace west palace (dong gong xi gong) (behind the forbidden city),drama,59.0,80.0
13263,east palace west palace (dong gong xi gong) (behind the forbidden city),kids & family,59.0,80.0
13264,east is east,comedy,78.0,78.0
13265,east side sushi,comedy,83.0,95.0
13266,east side sushi,romance,83.0,95.0
13267,"east side, west side",classics,74.0,33.0
13268,"east side, west side",drama,74.0,33.0
13270,easter parade,classics,86.0,91.0
13271,easter parade,musical & performing arts,86.0,91.0
13272,easter parade,romance,86.0,91.0
13273,eastern boys,drama,76.0,89.0
13274,eastern promises,drama,83.0,89.0
13275,eastern promises,mystery & suspense,83.0,89.0
13276,east/west,art house & international,88.0,65.0
13277,east/west,drama,88.0,65.0
13278,east/west,romance,88.0,65.0
13279,easy,comedy,48.0,59.0
13280,easy,drama,48.0,59.0
13281,easy,romance,48.0,59.0
13282,easy a,comedy,77.0,85.0
13283,easy a,romance,77.0,85.0
13284,"easy come, easy go",classics,37.0,43.0
13285,"easy come, easy go",comedy,37.0,43.0
13286,"easy come, easy go",musical & performing arts,37.0,43.0
13287,easy does it,action & adventure,79.0,29.0
13288,easy does it,comedy,79.0,29.0
13289,easy living,drama,19.0,40.0
13290,easy living,comedy,76.0,78.0
13291,easy living,drama,76.0,78.0
13292,easy living,mystery & suspense,76.0,78.0
13293,easy money: hard to kill,action & adventure,45.0,50.0
13294,easy money: hard to kill,drama,45.0,50.0
13295,easy money: hard to kill,mystery & suspense,45.0,50.0
13296,easy rider,action & adventure,82.0,83.0
13297,easy rider,drama,82.0,83.0
13298,eat drink man woman (yin shi nan nu),art house & international,92.0,88.0
13299,eat drink man woman (yin shi nan nu),comedy,92.0,88.0
13300,eat drink man woman (yin shi nan nu),drama,92.0,88.0
13301,eat drink man woman (yin shi nan nu),romance,92.0,88.0
13302,eat pray love,drama,42.0,36.0
13303,eat that question: frank zappa in his own words,art house & international,73.0,92.0
13304,eat that question: frank zappa in his own words,documentary,73.0,92.0
13305,eat the rich,action & adventure,81.0,43.0
13306,eat the rich,art house & international,81.0,43.0
13307,eat the rich,comedy,81.0,43.0
13308,eat the rich,drama,81.0,43.0
13309,eating,art house & international,40.0,75.0
13310,eating,comedy,40.0,75.0
13311,eating,drama,40.0,75.0
13312,eating animals,documentary,74.0,91.0
13313,eating out,comedy,58.0,16.0
13314,eating out,gay & lesbian,58.0,16.0
13315,eating out 2: sloppy seconds,comedy,63.0,44.0
13316,eating out 2: sloppy seconds,gay & lesbian,63.0,44.0
13317,eating out: all you can eat,comedy,53.0,17.0
13318,eating out: all you can eat,gay & lesbian,53.0,17.0
13319,eating raoul,comedy,72.0,86.0
13320,eating raoul,cult movies,72.0,86.0
13322,echelon conspiracy,action & adventure,31.0,8.0
13323,echelon conspiracy,mystery & suspense,31.0,8.0
13324,echo in the canyon,documentary,92.0,90.0
13325,echoes of innocence,drama,62.0,0.0
13326,echoes of innocence,mystery & suspense,62.0,0.0
13327,echoes of war,drama,44.0,31.0
13328,echoes of war,mystery & suspense,44.0,31.0
13329,echoes of war,western,44.0,31.0
13330,ecstasy,art house & international,24.0,15.0
13331,ecstasy,drama,24.0,15.0
13332,ecstasy,mystery & suspense,24.0,15.0
13333,ecstasy,romance,24.0,15.0
13334,ed,comedy,22.0,0.0
13335,ed,kids & family,22.0,0.0
13336,ed gein,drama,40.0,10.0
13337,ed gein,horror,40.0,10.0
13338,ed wood,comedy,88.0,92.0
13339,ed wood,drama,88.0,92.0
13340,edc 2013: under the electric sky,documentary,66.0,53.0
13341,edc 2013: under the electric sky,musical & performing arts,66.0,53.0
13345,eddie murphy raw,comedy,85.0,81.0
13346,eddie murphy raw,musical & performing arts,85.0,81.0
13347,eddie the eagle,drama,82.0,82.0
13348,eddie the sleepwalking cannibal,art house & international,52.0,61.0
13349,eddie the sleepwalking cannibal,comedy,52.0,61.0
13350,eddie the sleepwalking cannibal,horror,52.0,61.0
13351,eden,drama,59.0,50.0
13352,eden,romance,59.0,50.0
13353,eden,drama,68.0,85.0
13354,eden,drama,57.0,83.0
13355,eden lake,horror,66.0,79.0
13356,eden lake,mystery & suspense,66.0,79.0
13357,eden log,art house & international,34.0,50.0
13358,eden log,horror,34.0,50.0
13359,eden log,mystery & suspense,34.0,50.0
13360,eden log,science fiction & fantasy,34.0,50.0
13361,the edge,action & adventure,70.0,64.0
13362,the edge,mystery & suspense,70.0,64.0
13363,edge of darkness,drama,49.0,55.0
13364,edge of darkness,mystery & suspense,49.0,55.0
13365,the edge of love,drama,43.0,37.0
13366,the edge of love,romance,43.0,37.0
13367,edge of seventeen,comedy,73.0,78.0
13368,edge of seventeen,drama,73.0,78.0
13369,edge of winter,drama,33.0,50.0
13370,edie,drama,70.0,62.0
13371,edison (edison force),drama,36.0,13.0
13372,edison (edison force),horror,36.0,13.0
13373,edison (edison force),mystery & suspense,36.0,13.0
13374,edmond,drama,45.0,47.0
13375,edtv,comedy,30.0,64.0
13376,the education of charlie banks,art house & international,45.0,48.0
13377,the education of charlie banks,drama,45.0,48.0
13378,the education of little tree,drama,75.0,59.0
13379,the education of little tree,kids & family,75.0,59.0
13380,edward scissorhands,drama,91.0,90.0
13381,edward scissorhands,science fiction & fantasy,91.0,90.0
13382,edward scissorhands,romance,91.0,90.0
13383,edwin boyd (citizen gangster),drama,40.0,53.0
13384,eegah,cult movies,22.0,0.0
13385,eegah,drama,22.0,0.0
13386,eegah,horror,22.0,0.0
13387,eegah,kids & family,22.0,0.0
13388,eegah,musical & performing arts,22.0,0.0
13389,eegah,science fiction & fantasy,22.0,0.0
13390,eegah,romance,22.0,0.0
13391,egg,comedy,38.0,100.0
13392,eight below,action & adventure,79.0,73.0
13393,eight below,drama,79.0,73.0
13394,eight legged freaks,comedy,32.0,48.0
13395,eight legged freaks,horror,32.0,48.0
13396,eight legged freaks,science fiction & fantasy,32.0,48.0
13397,eight men out,drama,80.0,86.0
13398,eight miles high!,comedy,54.0,47.0
13399,eight miles high!,drama,54.0,47.0
13400,eighth grade,comedy,82.0,99.0
13401,eyes wide open (einaym pkuhot),art house & international,77.0,86.0
13402,eyes wide open (einaym pkuhot),drama,77.0,86.0
13403,eyes wide open (einaym pkuhot),romance,77.0,86.0
13404,eisenstein in guanajuato,comedy,51.0,61.0
13405,eisenstein in guanajuato,romance,51.0,61.0
13406,ejecta,science fiction & fantasy,15.0,40.0
13407,ek main air ekk tu,art house & international,39.0,67.0
13408,ek main air ekk tu,comedy,39.0,67.0
13409,eklavya,art house & international,64.0,75.0
13410,eklavya,classics,64.0,75.0
13411,eklavya,drama,64.0,75.0
13412,el nino pez (the fish child),art house & international,46.0,80.0
13413,el nino pez (the fish child),drama,46.0,80.0
13414,el nino pez (the fish child),mystery & suspense,46.0,80.0
13415,el nino pez (the fish child),romance,46.0,80.0
13416,el artista y la modelo (the artist and the model),drama,55.0,70.0
13417,el aura (the aura),action & adventure,76.0,87.0
13418,el aura (the aura),art house & international,76.0,87.0
13419,el aura (the aura),drama,76.0,87.0
13420,el aura (the aura),mystery & suspense,76.0,87.0
13421,el bulli: cooking in progress,art house & international,49.0,60.0
13422,el bulli: cooking in progress,documentary,49.0,60.0
13423,el bulli: cooking in progress,special interest,49.0,60.0
13424,el camino: a breaking bad movie,drama,81.0,91.0
13425,el camino: a breaking bad movie,mystery & suspense,81.0,91.0
13426,el camino: a breaking bad movie,television,81.0,91.0
13427,el camino christmas,drama,39.0,40.0
13428,el cantante,drama,63.0,25.0
13429,el cantante,musical & performing arts,63.0,25.0
13430,el chicano,action & adventure,55.0,38.0
13431,el chicano,drama,55.0,38.0
13432,el dorado,action & adventure,87.0,100.0
13433,el dorado,classics,87.0,100.0
13434,el dorado,western,87.0,100.0
13435,el mariachi,action & adventure,76.0,93.0
13436,el mariachi,art house & international,76.0,93.0
13437,el mariachi,drama,76.0,93.0
13438,el norte,action & adventure,82.0,86.0
13439,el norte,art house & international,82.0,86.0
13440,el norte,drama,82.0,86.0
13441,el norte,mystery & suspense,82.0,86.0
13442,el topo,art house & international,84.0,79.0
13443,el topo,drama,84.0,79.0
13444,el topo,special interest,84.0,79.0
13445,elaine stritch: shoot me,comedy,79.0,99.0
13446,elaine stritch: shoot me,documentary,79.0,99.0
13447,elaine stritch: shoot me,special interest,79.0,99.0
13448,election,comedy,79.0,92.0
13449,triad election (hak se wui yi wo wai kwai),action & adventure,81.0,96.0
13450,triad election (hak se wui yi wo wai kwai),art house & international,81.0,96.0
13451,triad election (hak se wui yi wo wai kwai),drama,81.0,96.0
13452,triad election (hak se wui yi wo wai kwai),mystery & suspense,81.0,96.0
13453,electra glide in blue,action & adventure,75.0,60.0
13454,electra glide in blue,drama,75.0,60.0
13455,"electric boogaloo: the wild, untold story of cannon films",documentary,81.0,91.0
13456,"electric boogaloo: the wild, untold story of cannon films",television,81.0,91.0
13457,the electric horseman,comedy,57.0,64.0
13458,the electric horseman,drama,57.0,64.0
13459,the electric horseman,romance,57.0,64.0
13460,electric man,action & adventure,55.0,20.0
13461,electric man,comedy,55.0,20.0
13462,electric man,drama,55.0,20.0
13463,electric slide,drama,28.0,14.0
13464,electroma,drama,73.0,60.0
13465,electroma,musical & performing arts,73.0,60.0
13466,electroma,science fiction & fantasy,73.0,60.0
13467,electroma,special interest,73.0,60.0
13468,elektra,action & adventure,29.0,11.0
13469,elektra,drama,29.0,11.0
13470,elektra luxx,comedy,19.0,24.0
13471,elena,drama,73.0,94.0
13472,elephant,drama,79.0,73.0
13473,elephant walk,action & adventure,50.0,60.0
13474,elephant walk,classics,50.0,60.0
13475,elephant walk,drama,50.0,60.0
