,movie_title,genres,audience_rating,tomatometer_rating
14937,for love or money,romance,45.0,37.0
14938,for me and my gal,classics,83.0,100.0
14939,for me and my gal,drama,83.0,100.0
14940,for me and my gal,musical & performing arts,83.0,100.0
14941,for me and my gal,romance,83.0,100.0
14942,for my father (sof shavua b'tel aviv),art house & international,81.0,40.0
14943,for my father (sof shavua b'tel aviv),drama,81.0,40.0
14944,for pete's sake,classics,51.0,50.0
14945,for pete's sake,comedy,51.0,50.0
14946,for pete's sake,romance,51.0,50.0
14947,for richer or poorer,comedy,46.0,14.0
14948,for roseanna,art house & international,82.0,38.0
14949,for roseanna,comedy,82.0,38.0
14950,for roseanna,drama,82.0,38.0
14951,for roseanna,romance,82.0,38.0
14952,for the bible tells me so,documentary,90.0,98.0
14953,for the bible tells me so,special interest,90.0,98.0
14954,for the bible tells me so,faith & spirituality,90.0,98.0
14955,for the boys,comedy,75.0,43.0
14956,for the boys,drama,75.0,43.0
14957,for the love of money,drama,49.0,0.0
14958,for the love of spock,documentary,82.0,100.0
14959,for those in peril,drama,67.0,88.0
14960,for whom the bell tolls,action & adventure,69.0,71.0
14961,for whom the bell tolls,classics,69.0,71.0
14962,for whom the bell tolls,drama,69.0,71.0
14963,for whom the bell tolls,romance,69.0,71.0
14964,for your eyes only,action & adventure,64.0,71.0
14965,for your eyes only,mystery & suspense,64.0,71.0
14966,the forbidden kingdom,action & adventure,60.0,64.0
14967,forbidden planet,classics,85.0,96.0
14968,forbidden planet,drama,85.0,96.0
14969,forbidden planet,mystery & suspense,85.0,96.0
14970,forbidden planet,science fiction & fantasy,85.0,96.0
14971,forbidden world (mutant),comedy,31.0,60.0
14972,forbidden world (mutant),horror,31.0,60.0
14973,forbidden world (mutant),science fiction & fantasy,31.0,60.0
14974,force 10 from navarone,action & adventure,56.0,59.0
14975,force majeure,art house & international,76.0,94.0
14976,force majeure,comedy,76.0,94.0
14977,force majeure,drama,76.0,94.0
14978,force of nature,action & adventure,20.0,9.0
14979,force of nature,drama,20.0,9.0
14980,force of nature: the david suzuki movie,documentary,86.0,84.0
14981,forces of nature,comedy,35.0,45.0
14982,forces of nature,drama,35.0,45.0
14983,forces of nature,romance,35.0,45.0
14984,foreign correspondent,action & adventure,81.0,95.0
14985,foreign correspondent,classics,81.0,95.0
14986,foreign correspondent,drama,81.0,95.0
14987,foreign correspondent,mystery & suspense,81.0,95.0
14988,foreign correspondent,romance,81.0,95.0
14989,foreign parts,documentary,67.0,100.0
14990,foreign parts,drama,67.0,100.0
14991,foreign parts,special interest,67.0,100.0
14992,forever mine,art house & international,42.0,29.0
14993,forever mine,comedy,42.0,29.0
14994,forever mine,drama,42.0,29.0
14995,forever mine,mystery & suspense,42.0,29.0
14996,forever my girl,drama,79.0,25.0
14997,forever my girl,musical & performing arts,79.0,25.0
14998,forever my girl,romance,79.0,25.0
14999,foreverland,comedy,59.0,50.0
15000,foreverland,drama,59.0,50.0
15001,forget me not,romance,56.0,67.0
15002,forget paris,comedy,56.0,50.0
15003,forget paris,drama,56.0,50.0
15004,forget paris,romance,56.0,50.0
15005,forgetting sarah marshall,comedy,76.0,83.0
15006,forgetting sarah marshall,romance,76.0,83.0
15007,forgetting the girl,drama,59.0,75.0
15008,forgetting the girl,mystery & suspense,59.0,75.0
15009,forgiving dr. mengele,documentary,74.0,91.0
15010,forgiving dr. mengele,special interest,74.0,91.0
15011,the forgotten,action & adventure,36.0,32.0
15012,the forgotten,drama,36.0,32.0
15013,the forgotten,mystery & suspense,36.0,32.0
15014,the forgotten,science fiction & fantasy,36.0,32.0
15015,forks over knives,documentary,79.0,59.0
15016,forks over knives,special interest,79.0,59.0
15017,forks over knives,sports & fitness,79.0,59.0
15018,formosa betrayed,action & adventure,55.0,34.0
15019,formosa betrayed,drama,55.0,34.0
15020,formosa betrayed,mystery & suspense,55.0,34.0
15021,the formula,drama,22.0,30.0
15022,the formula,mystery & suspense,22.0,30.0
15023,forrest gump,comedy,95.0,71.0
15024,forrest gump,drama,95.0,71.0
15025,forrest gump,romance,95.0,71.0
15026,the forsaken,horror,41.0,7.0
15027,forsaken,art house & international,87.0,42.0
15028,forsaken,drama,87.0,42.0
15029,forsaken,western,87.0,42.0
15030,fort apache,classics,83.0,100.0
15031,fort apache,western,83.0,100.0
15032,fort bliss,drama,68.0,75.0
15033,fort mccoy,drama,64.0,50.0
15034,fort tilden,comedy,49.0,88.0
15035,fortress 2: re-entry,action & adventure,22.0,0.0
15036,fortress 2: re-entry,drama,22.0,0.0
15037,fortress 2: re-entry,science fiction & fantasy,22.0,0.0
15038,the fortune,action & adventure,36.0,17.0
15039,the fortune,comedy,36.0,17.0
15040,found,horror,48.0,67.0
15041,found footage 3d,horror,47.0,100.0
15042,the fountainhead,classics,74.0,83.0
15043,the fountainhead,drama,74.0,83.0
15044,four,drama,67.0,67.0
15045,four brothers,action & adventure,80.0,52.0
15046,four brothers,drama,80.0,52.0
15047,four christmases,comedy,47.0,25.0
15048,the four feathers,action & adventure,65.0,41.0
15049,the four feathers,drama,65.0,41.0
15050,four for texas,classics,39.0,11.0
15051,four for texas,comedy,39.0,11.0
15052,four for texas,western,39.0,11.0
15053,four hands (die vierhändige),art house & international,29.0,83.0
15054,four hands (die vierhändige),drama,29.0,83.0
15055,four hands (die vierhändige),mystery & suspense,29.0,83.0
15056,four horsemen,animation,78.0,71.0
15057,four horsemen,documentary,78.0,71.0
15058,four horsemen,special interest,78.0,71.0
15059,four kids and it,kids & family,19.0,50.0
15060,four kids and it,science fiction & fantasy,19.0,50.0
15061,four lions,comedy,80.0,82.0
15062,four lions,drama,80.0,82.0
15063,four minutes,art house & international,85.0,76.0
15064,four minutes,drama,85.0,76.0
15065,the four musketeers,action & adventure,75.0,76.0
15066,the four musketeers,comedy,75.0,76.0
15067,the four musketeers,kids & family,75.0,76.0
15068,four rooms,comedy,69.0,13.0
15069,four weddings and a funeral,comedy,74.0,96.0
15070,four weddings and a funeral,drama,74.0,96.0
15071,four weddings and a funeral,romance,74.0,96.0
15072,the fourth kind,mystery & suspense,41.0,18.0
15073,fox and his friends,art house & international,88.0,85.0
15074,fox and his friends,drama,88.0,85.0
15075,the fox and the hound,animation,78.0,70.0
15076,the fox and the hound,kids & family,78.0,70.0
15077,the fox and the hound 2,animation,46.0,20.0
15078,the fox and the hound 2,kids & family,46.0,20.0
15079,foxcatcher,drama,66.0,87.0
15080,foxy brown,action & adventure,66.0,60.0
15081,foxy brown,classics,66.0,60.0
15082,foxy brown,drama,66.0,60.0
15083,foxy brown,mystery & suspense,66.0,60.0
15084,fracknation,documentary,73.0,50.0
15085,fracknation,special interest,73.0,50.0
15086,fracture,drama,73.0,71.0
15087,fracture,mystery & suspense,73.0,71.0
15088,fractured,mystery & suspense,50.0,59.0
15089,fragments,drama,29.0,45.0
15090,fragments,mystery & suspense,29.0,45.0
15091,frailty,horror,78.0,74.0
15092,frailty,mystery & suspense,78.0,74.0
15093,framing john delorean,documentary,71.0,89.0
15094,framing john delorean,drama,71.0,89.0
15095,frances,drama,77.0,66.0
15096,frances ha,comedy,77.0,92.0
15097,francis,classics,67.0,80.0
15098,francis,comedy,67.0,80.0
15099,francis,drama,67.0,80.0
15100,francis,kids & family,67.0,80.0
15101,francis,science fiction & fantasy,67.0,80.0
15102,francofonia,documentary,46.0,87.0
15103,frank,comedy,72.0,92.0
15104,frank,drama,72.0,92.0
15105,frank & jesse,action & adventure,54.0,20.0
15106,frank & jesse,western,54.0,20.0
15107,frank & lola,mystery & suspense,42.0,69.0
15108,frank and ollie,documentary,88.0,88.0
15109,frank and ollie,kids & family,88.0,88.0
15110,frank and ollie,musical & performing arts,88.0,88.0
15111,frank and ollie,television,88.0,88.0
15112,frank miller's sin city: a dame to kill for,action & adventure,44.0,43.0
15113,frank miller's sin city: a dame to kill for,mystery & suspense,44.0,43.0
15114,frank serpico,documentary,46.0,75.0
15115,frankenhooker,comedy,57.0,57.0
15116,frankenhooker,cult movies,57.0,57.0
15117,frankenhooker,horror,57.0,57.0
15118,frankenstein,horror,35.0,100.0
15119,frankenstein,mystery & suspense,35.0,100.0
15120,frankenstein and the monster from hell,art house & international,48.0,57.0
15121,frankenstein and the monster from hell,classics,48.0,57.0
15122,frankenstein and the monster from hell,horror,48.0,57.0
15123,frankenstein and the monster from hell,science fiction & fantasy,48.0,57.0
15124,frankenstein created woman,classics,56.0,62.0
15125,frankenstein created woman,drama,56.0,62.0
15126,frankenstein created woman,horror,56.0,62.0
15127,frankenstein created woman,science fiction & fantasy,56.0,62.0
15128,frankenstein meets the wolf man,classics,56.0,25.0
15129,frankenstein meets the wolf man,horror,56.0,25.0
15130,frankenstein meets the wolf man,science fiction & fantasy,56.0,25.0
15131,frankenstein must be destroyed,classics,68.0,70.0
15132,frankenstein must be destroyed,drama,68.0,70.0
15133,frankenstein must be destroyed,horror,68.0,70.0
15134,frankenstein must be destroyed,science fiction & fantasy,68.0,70.0
15135,frankenstein's army,action & adventure,40.0,56.0
15136,frankenstein's army,horror,40.0,56.0
15137,"frankenstein's monster's monster, frankenstein",documentary,67.0,88.0
15138,frankenweenie,animation,70.0,87.0
15139,frankenweenie,comedy,70.0,87.0
15140,frankenweenie,horror,70.0,87.0
15141,frankenweenie,science fiction & fantasy,70.0,87.0
15142,frankie & alice,drama,59.0,21.0
15143,frankie & alice,mystery & suspense,59.0,21.0
15144,frankie and johnny are married,comedy,41.0,67.0
15145,frankie and johnny are married,drama,41.0,67.0
15146,frankie starlight,drama,71.0,71.0
15147,frantz,art house & international,84.0,91.0
15148,frantz,drama,84.0,91.0
15149,freak show,comedy,69.0,52.0
15150,freak show,drama,69.0,52.0
15151,freakdog (red mist),art house & international,16.0,6.0
15152,freakdog (red mist),drama,16.0,6.0
15153,freakdog (red mist),horror,16.0,6.0
15154,freakdog (red mist),mystery & suspense,16.0,6.0
15155,freakdog (red mist),science fiction & fantasy,16.0,6.0
15156,freakonomics,documentary,51.0,66.0
15157,freakonomics,special interest,51.0,66.0
15158,freaks,classics,88.0,95.0
15159,freaks,drama,88.0,95.0
15160,freaks,horror,88.0,95.0
15161,freaks,mystery & suspense,88.0,95.0
15162,freaks,horror,86.0,88.0
15163,freaks,mystery & suspense,86.0,88.0
15164,freaks,science fiction & fantasy,86.0,88.0
15165,freaky friday,comedy,57.0,88.0
15166,freaky friday,drama,57.0,88.0
15167,freaky friday,kids & family,57.0,88.0
15168,fred armisen: standup for drummers,comedy,30.0,67.0
15169,fred: the movie,comedy,36.0,0.0
15170,fred: the movie,kids & family,36.0,0.0
15171,fred: the movie,television,36.0,0.0
15172,fred won't move out,drama,7.0,71.0
15173,freddy got fingered,comedy,56.0,10.0
15174,freddy vs. jason,horror,50.0,41.0
15175,freddy vs. jason,mystery & suspense,50.0,41.0
15176,freddy's dead: the final nightmare,horror,33.0,19.0
15177,free angela & all political prisoners,documentary,83.0,93.0
15178,free angela & all political prisoners,special interest,83.0,93.0
15179,free birds,animation,44.0,20.0
15180,free birds,comedy,44.0,20.0
15181,free birds,kids & family,44.0,20.0
15182,free china: the courage to believe,documentary,86.0,100.0
15183,free china: the courage to believe,special interest,86.0,100.0
15184,free enterprise,action & adventure,79.0,83.0
15185,free enterprise,comedy,79.0,83.0
15186,free enterprise,science fiction & fantasy,79.0,83.0
15187,free fire,action & adventure,52.0,69.0
15188,free fire,comedy,52.0,69.0
15189,free fire,drama,52.0,69.0
15190,free men,drama,65.0,76.0
15191,free money,art house & international,26.0,29.0
15192,free money,comedy,26.0,29.0
15193,free radicals,art house & international,61.0,63.0
15194,free radicals,drama,61.0,63.0
15195,free ride,drama,22.0,14.0
15196,free samples,comedy,36.0,63.0
15197,free samples,drama,36.0,63.0
15198,free solo,documentary,93.0,97.0
15199,free state of jones,action & adventure,64.0,47.0
15200,free state of jones,drama,64.0,47.0
15201,free the mind,documentary,59.0,75.0
15202,free the mind,special interest,59.0,75.0
15203,free the nipple,comedy,31.0,18.0
15204,free to run,documentary,38.0,57.0
15205,free willy,action & adventure,50.0,68.0
15206,free willy,drama,50.0,68.0
15207,free willy,kids & family,50.0,68.0
15208,free willy 2: the adventure home,action & adventure,42.0,50.0
15209,free willy 2: the adventure home,kids & family,42.0,50.0
15210,free willy 3: the rescue,action & adventure,44.0,44.0
15211,free willy 3: the rescue,drama,44.0,44.0
15212,free willy 3: the rescue,kids & family,44.0,44.0
15213,freebie and the bean,action & adventure,65.0,25.0
15214,freebie and the bean,comedy,65.0,25.0
15215,freebie and the bean,drama,65.0,25.0
15216,freedom,drama,51.0,0.0
15217,freedom,musical & performing arts,51.0,0.0
15218,freedom writers,drama,87.0,70.0
15219,freedomland,drama,25.0,23.0
15220,freedomland,mystery & suspense,25.0,23.0
15221,freeheld,drama,54.0,48.0
15222,freejack,action & adventure,25.0,18.0
15223,freejack,mystery & suspense,25.0,18.0
15224,freejack,science fiction & fantasy,25.0,18.0
15225,freestyle,documentary,86.0,89.0
15226,freestyle,musical & performing arts,86.0,89.0
15227,freestyle,special interest,86.0,89.0
15228,freetown,drama,71.0,50.0
15229,freeway 2: confessions of a trickbaby (freeway ii: confessions of a trickbaby),comedy,64.0,30.0
15230,freeway 2: confessions of a trickbaby (freeway ii: confessions of a trickbaby),drama,64.0,30.0
15231,freeway 2: confessions of a trickbaby (freeway ii: confessions of a trickbaby),mystery & suspense,64.0,30.0
15232,freeze frame,drama,60.0,71.0
15233,freeze frame,horror,60.0,71.0
15234,freeze frame,mystery & suspense,60.0,71.0
15235,freezer,action & adventure,27.0,33.0
15236,freezer,mystery & suspense,27.0,33.0
15237,the french connection,action & adventure,87.0,98.0
15238,the french connection,classics,87.0,98.0
15239,the french connection,drama,87.0,98.0
15240,the french connection ii,action & adventure,62.0,76.0
15241,the french connection ii,classics,62.0,76.0
15242,the french connection ii,drama,62.0,76.0
15243,the french lieutenant's woman,art house & international,67.0,79.0
15244,the french lieutenant's woman,drama,67.0,79.0
15245,the french lieutenant's woman,romance,67.0,79.0
15246,french twist (gazon maudit),art house & international,62.0,55.0
15247,french twist (gazon maudit),comedy,62.0,55.0
15248,frenzy,drama,77.0,90.0
15249,frenzy,horror,77.0,90.0
15250,frenzy,mystery & suspense,77.0,90.0
15251,frenzy,special interest,77.0,90.0
15252,frenzy,romance,77.0,90.0
15253,frequency,action & adventure,81.0,70.0
15254,frequency,drama,81.0,70.0
15255,frequency,mystery & suspense,81.0,70.0
15256,frequency,science fiction & fantasy,81.0,70.0
15257,fresh,drama,92.0,88.0
15258,fresh,mystery & suspense,92.0,88.0
15259,fresh,documentary,85.0,67.0
15260,fresh,special interest,85.0,67.0
15261,fresh dressed,drama,56.0,91.0
15262,freshman orientation,comedy,37.0,32.0
15263,frida,drama,85.0,75.0
15264,frida,romance,85.0,75.0
15265,friday,comedy,91.0,78.0
15266,friday the 13th - the final chapter,horror,51.0,23.0
15267,friday after next,comedy,75.0,26.0
15268,friday night lights,action & adventure,85.0,82.0
15269,friday night lights,drama,85.0,82.0
15270,friday the 13th,horror,61.0,64.0
15271,friday the 13th part 2,horror,48.0,27.0
15272,friday the 13th part 3,horror,42.0,11.0
15273,friday the 13th part 3,mystery & suspense,42.0,11.0
15274,"friday the 13th, part v - a new beginning",horror,26.0,14.0
15275,"friday the 13th, part v - a new beginning",mystery & suspense,26.0,14.0
15276,"friday the 13th, part vi - jason lives",horror,52.0,50.0
15277,friday the 13th part vii - the new blood,horror,37.0,35.0
15278,friday the 13th part viii - jason takes manhattan,horror,27.0,8.0
15279,friday the 13th,horror,46.0,26.0
15280,friday the 13th,mystery & suspense,46.0,26.0
15281,fried green tomatoes,comedy,91.0,74.0
15282,fried green tomatoes,drama,91.0,74.0
15283,friend request,art house & international,28.0,16.0
15284,friend request,horror,28.0,16.0
15285,friend request,mystery & suspense,28.0,16.0
15286,friendly persuasion,classics,81.0,88.0
15287,friendly persuasion,drama,81.0,88.0
15288,friendly persuasion,western,81.0,88.0
15289,friends with benefits,comedy,65.0,69.0
15290,friends with kids,comedy,49.0,67.0
15291,friends with kids,drama,49.0,67.0
15292,friends with money,art house & international,40.0,72.0
15293,friends with money,comedy,40.0,72.0
15294,friends with money,drama,40.0,72.0
15295,fright night,comedy,59.0,72.0
15296,fright night,horror,59.0,72.0
15297,fritz the cat,animation,59.0,57.0
15298,frogs,classics,24.0,29.0
15299,frogs,drama,24.0,29.0
15300,frogs,horror,24.0,29.0
15301,frogs for snakes,action & adventure,18.0,27.0
15302,frogs for snakes,comedy,18.0,27.0
15303,frogs for snakes,mystery & suspense,18.0,27.0
15306,from time to time,action & adventure,60.0,43.0
15307,from time to time,drama,60.0,43.0
15308,from time to time,science fiction & fantasy,60.0,43.0
15309,from beijing with love,art house & international,87.0,50.0
15310,from beijing with love,comedy,87.0,50.0
15311,from beyond,drama,70.0,78.0
15312,from beyond,horror,70.0,78.0
15313,from beyond,science fiction & fantasy,70.0,78.0
15314,from beyond the grave,horror,62.0,40.0
15315,from beyond the grave,science fiction & fantasy,62.0,40.0
15316,from dusk till dawn,drama,76.0,62.0
15317,from dusk till dawn,horror,76.0,62.0
15318,from dusk till dawn,mystery & suspense,76.0,62.0
15319,from dusk till dawn 2: texas blood money,cult movies,20.0,9.0
15320,from dusk till dawn 2: texas blood money,horror,20.0,9.0
15321,from dusk till dawn 2: texas blood money,western,20.0,9.0
15322,from dusk till dawn 3: the hangman's daughter,action & adventure,23.0,22.0
15323,from dusk till dawn 3: the hangman's daughter,horror,23.0,22.0
15324,from hell,horror,66.0,57.0
15325,from hell,mystery & suspense,66.0,57.0
15326,from justin to kelly,comedy,39.0,10.0
15327,from justin to kelly,musical & performing arts,39.0,10.0
15328,from justin to kelly,television,39.0,10.0
15329,from justin to kelly,romance,39.0,10.0
15330,from noon till three,action & adventure,61.0,40.0
15331,from noon till three,comedy,61.0,40.0
15332,from noon till three,drama,61.0,40.0
15333,from noon till three,western,61.0,40.0
15334,from nowhere,drama,75.0,92.0
15335,from paris with love,action & adventure,54.0,38.0
15336,from prada to nada,comedy,41.0,20.0
15337,from prada to nada,drama,41.0,20.0
15338,from prada to nada,romance,41.0,20.0
15339,from russia with love,action & adventure,84.0,95.0
15340,from russia with love,classics,84.0,95.0
15341,from russia with love,mystery & suspense,84.0,95.0
15342,from the head,drama,82.0,80.0
15343,from the hip,comedy,60.0,22.0
15344,from the land of the moon (mal de pierres),art house & international,65.0,32.0
15345,from the land of the moon (mal de pierres),drama,65.0,32.0
15346,from the land of the moon (mal de pierres),romance,65.0,32.0
15347,aus dem leben der marionetten (from the life of the marionettes),art house & international,76.0,67.0
15348,aus dem leben der marionetten (from the life of the marionettes),drama,76.0,67.0
15349,aus dem leben der marionetten (from the life of the marionettes),television,76.0,67.0
15350,from the terrace,classics,58.0,31.0
15351,from the terrace,drama,58.0,31.0
15352,from up on poppy hill,animation,81.0,86.0
15353,from up on poppy hill,art house & international,81.0,86.0
15354,from up on poppy hill,drama,81.0,86.0
15355,from up on poppy hill,kids & family,81.0,86.0
15356,the front,comedy,74.0,71.0
15357,the front,drama,74.0,71.0
15358,front cover,comedy,50.0,83.0
15359,frontera,drama,59.0,54.0
15360,frontier(s),horror,53.0,55.0
15361,frontier(s),mystery & suspense,53.0,55.0
15362,frontrunners,documentary,59.0,85.0
15363,frontrunners,drama,59.0,85.0
15364,frontrunners,special interest,59.0,85.0
15365,frost (the last international playboy),comedy,49.0,29.0
15366,frost (the last international playboy),drama,49.0,29.0
15367,frost (the last international playboy),romance,49.0,29.0
15368,frost/nixon,drama,88.0,93.0
15369,frozen,action & adventure,85.0,90.0
15370,frozen,animation,85.0,90.0
15371,frozen,comedy,85.0,90.0
15372,frozen,kids & family,85.0,90.0
15373,frozen ii,action & adventure,92.0,77.0
15374,frozen ii,animation,92.0,77.0
15375,frozen ii,comedy,92.0,77.0
15376,frozen ii,kids & family,92.0,77.0
15377,frozen river,drama,74.0,88.0
15378,fruitvale station,drama,87.0,94.0
15379,fubar: balls to the wall,comedy,73.0,90.0
15380,the fugitive kind,classics,64.0,53.0
15381,the fugitive kind,drama,64.0,53.0
15382,fugitive pieces,drama,64.0,68.0
15383,full tilt boogie,documentary,64.0,88.0
15384,full tilt boogie,horror,64.0,88.0
15385,full tilt boogie,special interest,64.0,88.0
15386,full tilt boogie,television,64.0,88.0
15387,full battle rattle,documentary,84.0,77.0
15388,full battle rattle,special interest,84.0,77.0
15389,full contact,action & adventure,72.0,88.0
15390,full contact,art house & international,72.0,88.0
15391,full contact,drama,72.0,88.0
15392,full frontal,comedy,27.0,39.0
15393,full frontal,drama,27.0,39.0
15394,full metal jacket,action & adventure,94.0,92.0
15395,full metal jacket,drama,94.0,92.0
15396,the full monty,comedy,79.0,96.0
15397,the full monty,musical & performing arts,79.0,96.0
15398,les nuits de la pleine lune (full moon in paris),art house & international,76.0,100.0
15399,les nuits de la pleine lune (full moon in paris),comedy,76.0,100.0
15400,les nuits de la pleine lune (full moon in paris),drama,76.0,100.0
15401,fullmetal alchemist: the sacred star of milos,action & adventure,81.0,83.0
15402,fullmetal alchemist: the sacred star of milos,animation,81.0,83.0
15403,fullmetal alchemist: the sacred star of milos,anime & manga,81.0,83.0
15404,fullmetal alchemist: the sacred star of milos,science fiction & fantasy,81.0,83.0
15405,fulltime killer,action & adventure,77.0,59.0
15406,fulltime killer,art house & international,77.0,59.0
15407,fulltime killer,drama,77.0,59.0
15408,fun & fancy free,action & adventure,61.0,67.0
15409,fun & fancy free,animation,61.0,67.0
15410,fun & fancy free,classics,61.0,67.0
15411,fun & fancy free,comedy,61.0,67.0
15412,fun & fancy free,kids & family,61.0,67.0
15413,fun & fancy free,musical & performing arts,61.0,67.0
15414,fun in acapulco,classics,51.0,57.0
15415,fun in acapulco,comedy,51.0,57.0
15416,fun in acapulco,drama,51.0,57.0
15417,fun in acapulco,musical & performing arts,51.0,57.0
15418,fun mom dinner,comedy,35.0,32.0
15419,fun size,comedy,47.0,25.0
15420,fun with dick and jane,comedy,49.0,28.0
15421,funeral in berlin,action & adventure,73.0,67.0
15422,funeral in berlin,art house & international,73.0,67.0
15423,funeral in berlin,classics,73.0,67.0
15424,funeral in berlin,drama,73.0,67.0
15425,funeral in berlin,mystery & suspense,73.0,67.0
15426,funeral kings,comedy,62.0,90.0
15427,funny about love,comedy,14.0,0.0
15428,funny about love,drama,14.0,0.0
15429,funny about love,romance,14.0,0.0
15430,funny bones,comedy,82.0,61.0
15431,funny bones,drama,82.0,61.0
15432,funny face,classics,81.0,87.0
15433,funny face,comedy,81.0,87.0
15434,funny face,drama,81.0,87.0
15435,funny face,musical & performing arts,81.0,87.0
15436,funny face,romance,81.0,87.0
15437,funny girl,classics,85.0,93.0
15438,funny girl,comedy,85.0,93.0
15439,funny girl,drama,85.0,93.0
15440,funny girl,musical & performing arts,85.0,93.0
15441,funny lady,classics,55.0,33.0
15442,funny lady,comedy,55.0,33.0
15443,funny lady,drama,55.0,33.0
15444,funny lady,musical & performing arts,55.0,33.0
15445,funny lady,romance,55.0,33.0
15446,funny people,comedy,48.0,69.0
15447,funny people,drama,48.0,69.0
15448,funny story,comedy,71.0,83.0
15449,funny story,drama,71.0,83.0
15450,a funny thing happened on the way to the forum,art house & international,78.0,85.0
15451,a funny thing happened on the way to the forum,classics,78.0,85.0
15452,a funny thing happened on the way to the forum,comedy,78.0,85.0
15453,a funny thing happened on the way to the forum,musical & performing arts,78.0,85.0
15454,fur: an imaginary portrait of diane arbus,drama,63.0,32.0
15455,furious 7,action & adventure,82.0,82.0
15456,furious 7,mystery & suspense,82.0,82.0
15457,furlough,comedy,33.0,20.0
15458,fury,action & adventure,84.0,76.0
15459,fury,drama,84.0,76.0
15460,futurama: the beast with a billion backs,animation,66.0,80.0
15461,futurama: the beast with a billion backs,comedy,66.0,80.0
15462,futurama: the beast with a billion backs,science fiction & fantasy,66.0,80.0
15463,futurama: the beast with a billion backs,television,66.0,80.0
15464,futurama: bender's big score,animation,80.0,100.0
15465,futurama: bender's big score,comedy,80.0,100.0
15466,futurama: bender's big score,science fiction & fantasy,80.0,100.0
15467,future weather,drama,55.0,93.0
15468,future world,mystery & suspense,12.0,0.0
15469,future world,science fiction & fantasy,12.0,0.0
15470,futureworld,action & adventure,30.0,33.0
15471,futureworld,drama,30.0,33.0
15472,futureworld,mystery & suspense,30.0,33.0
15473,futureworld,science fiction & fantasy,30.0,33.0
15474,f/x,action & adventure,53.0,88.0
15475,f/x,mystery & suspense,53.0,88.0
15476,f/x 2: the deadly art of illusion,action & adventure,35.0,38.0
15477,f/x 2: the deadly art of illusion,mystery & suspense,35.0,38.0
15478,gabbeh,art house & international,79.0,90.0
15479,gabbeh,drama,79.0,90.0
15480,gabrielle,drama,76.0,88.0
15481,gacy,drama,21.0,17.0
15482,gacy,horror,21.0,17.0
15483,gacy,mystery & suspense,21.0,17.0
15484,gaga: five foot two,documentary,80.0,72.0
15485,gags the clown,comedy,43.0,43.0
15486,gags the clown,horror,43.0,43.0
15487,gainsbourg: a heroic life,drama,68.0,73.0
15488,gainsbourg: a heroic life,musical & performing arts,68.0,73.0
15489,galaxina,comedy,24.0,17.0
15490,galaxina,science fiction & fantasy,24.0,17.0
15491,galaxy quest,comedy,79.0,90.0
15492,galaxy quest,science fiction & fantasy,79.0,90.0
15493,galveston,action & adventure,55.0,73.0
15494,galveston,drama,55.0,73.0
15495,gambit,action & adventure,23.0,18.0
15496,gambit,comedy,23.0,18.0
15497,gambit,drama,23.0,18.0
15498,gambit,mystery & suspense,23.0,18.0
15499,game change,drama,76.0,68.0
15500,game night,comedy,77.0,85.0
15501,game night,mystery & suspense,77.0,85.0
15502,game of death,horror,23.0,56.0
15503,game of death,mystery & suspense,23.0,56.0
15504,"game over, man!",action & adventure,46.0,19.0
15505,"game over, man!",comedy,46.0,19.0
15506,game 6,art house & international,38.0,61.0
15507,game 6,comedy,38.0,61.0
15508,game 6,drama,38.0,61.0
15509,gamer,action & adventure,39.0,30.0
15510,gamer,mystery & suspense,39.0,30.0
15511,gamer,science fiction & fantasy,39.0,30.0
15512,daikaijû gamera (the giant monster gamera),art house & international,31.0,20.0
15513,daikaijû gamera (the giant monster gamera),science fiction & fantasy,31.0,20.0
15514,gandhi,classics,92.0,85.0
15515,gandhi,drama,92.0,85.0
15516,"gandhi, my father",art house & international,71.0,47.0
15517,"gandhi, my father",drama,71.0,47.0
15518,gang related,action & adventure,65.0,53.0
15519,gang related,drama,65.0,53.0
15520,gang related,mystery & suspense,65.0,53.0
15521,the gang that couldn't shoot straight,classics,23.0,0.0
15522,the gang that couldn't shoot straight,comedy,23.0,0.0
15523,the gang that couldn't shoot straight,drama,23.0,0.0
15524,gangs of new york,classics,81.0,73.0
15525,gangs of new york,drama,81.0,73.0
15526,gangster no. 1,action & adventure,77.0,71.0
15527,gangster no. 1,art house & international,77.0,71.0
15528,gangster no. 1,drama,77.0,71.0
15529,gangster no. 1,mystery & suspense,77.0,71.0
15530,gangster land (in the absence of good men),drama,31.0,0.0
15531,gangster squad,drama,57.0,31.0
15532,ganja & hess,classics,53.0,86.0
15533,ganja & hess,drama,53.0,86.0
15534,ganja & hess,horror,53.0,86.0
15535,garage days,art house & international,61.0,43.0
15536,garage days,comedy,61.0,43.0
15537,garage days,musical & performing arts,61.0,43.0
15538,garage days,romance,61.0,43.0
15539,garbo talks,comedy,47.0,13.0
15540,garbo talks,drama,47.0,13.0
15541,garden party,art house & international,25.0,15.0
15542,garden party,drama,25.0,15.0
15543,garden state,comedy,88.0,86.0
15544,garden state,drama,88.0,86.0
15545,garden state,romance,88.0,86.0
15546,gardens of stone,drama,55.0,47.0
15547,gardens of the night,drama,66.0,57.0
15548,garfield - the movie,action & adventure,37.0,14.0
15549,garfield - the movie,comedy,37.0,14.0
